"Mod name","Registry name","Hardness","Resistance"
"Chipped","chipped:orange_terracotta_3",1.25,4.20
"Chipped","chipped:orange_terracotta_4",1.25,4.20
"Chipped","chipped:orange_terracotta_5",1.25,4.20
"Chipped","chipped:orange_terracotta_6",1.25,4.20
"Chipped","chipped:orange_terracotta_7",1.25,4.20
"Chipped","chipped:orange_terracotta_8",1.25,4.20
"Chipped","chipped:orange_terracotta_9",1.25,4.20
"Chipped","chipped:orange_wool_1",0.80,0.80
"Chipped","chipped:orange_wool_10",0.80,0.80
"Chipped","chipped:orange_wool_11",0.80,0.80
"Chipped","chipped:orange_wool_12",0.80,0.80
"Chipped","chipped:orange_wool_13",0.80,0.80
"Chipped","chipped:orange_wool_14",0.80,0.80
"Chipped","chipped:orange_wool_15",0.80,0.80
"Chipped","chipped:orange_wool_16",0.80,0.80
"Chipped","chipped:orange_wool_17",0.80,0.80
"Chipped","chipped:orange_wool_18",0.80,0.80
"Chipped","chipped:orange_wool_2",0.80,0.80
"Chipped","chipped:orange_wool_3",0.80,0.80
"Chipped","chipped:orange_wool_4",0.80,0.80
"Chipped","chipped:orange_wool_5",0.80,0.80
"Chipped","chipped:orange_wool_6",0.80,0.80
"Chipped","chipped:orange_wool_7",0.80,0.80
"Chipped","chipped:orange_wool_8",0.80,0.80
"Chipped","chipped:orange_wool_9",0.80,0.80
"Chipped","chipped:pink_carpet_1",0.10,0.10
"Chipped","chipped:pink_carpet_10",0.10,0.10
"Chipped","chipped:pink_carpet_11",0.10,0.10
"Chipped","chipped:pink_carpet_12",0.10,0.10
"Chipped","chipped:pink_carpet_13",0.10,0.10
"Chipped","chipped:pink_carpet_14",0.10,0.10
"Chipped","chipped:pink_carpet_15",0.10,0.10
"Chipped","chipped:pink_carpet_16",0.10,0.10
"Chipped","chipped:pink_carpet_17",0.10,0.10
"Chipped","chipped:pink_carpet_18",0.10,0.10
"Chipped","chipped:pink_carpet_2",0.10,0.10
"Chipped","chipped:pink_carpet_3",0.10,0.10
"Chipped","chipped:pink_carpet_4",0.10,0.10
"Chipped","chipped:pink_carpet_5",0.10,0.10
"Chipped","chipped:pink_carpet_6",0.10,0.10
"Chipped","chipped:pink_carpet_7",0.10,0.10
"Chipped","chipped:pink_carpet_8",0.10,0.10
"Chipped","chipped:pink_carpet_9",0.10,0.10
"Chipped","chipped:pink_concrete_1",1.80,1.80
"Chipped","chipped:pink_concrete_10",1.80,1.80
"Chipped","chipped:pink_concrete_11",1.80,1.80
"Chipped","chipped:pink_concrete_12",1.80,1.80
"Chipped","chipped:pink_concrete_13",1.80,1.80
"Chipped","chipped:pink_concrete_14",1.80,1.80
"Chipped","chipped:pink_concrete_15",1.80,1.80
"Chipped","chipped:pink_concrete_16",1.80,1.80
"Chipped","chipped:pink_concrete_17",1.80,1.80
"Chipped","chipped:pink_concrete_18",1.80,1.80
"Chipped","chipped:pink_concrete_2",1.80,1.80
"Chipped","chipped:pink_concrete_3",1.80,1.80
"Chipped","chipped:pink_concrete_4",1.80,1.80
"Chipped","chipped:pink_concrete_5",1.80,1.80
"Chipped","chipped:pink_concrete_6",1.80,1.80
"Chipped","chipped:pink_concrete_7",1.80,1.80
"Chipped","chipped:pink_concrete_8",1.80,1.80
"Chipped","chipped:pink_concrete_9",1.80,1.80
"Chipped","chipped:pink_stained_glass_1",0.30,0.30
"Chipped","chipped:pink_stained_glass_2",0.30,0.30
"Chipped","chipped:pink_stained_glass_3",0.30,0.30
"Chipped","chipped:pink_stained_glass_4",0.30,0.30
"Chipped","chipped:pink_stained_glass_5",0.30,0.30
"Chipped","chipped:pink_stained_glass_6",0.30,0.30
"Chipped","chipped:pink_stained_glass_7",0.30,0.30
"Chipped","chipped:pink_stained_glass_8",0.30,0.30
"Chipped","chipped:pink_stained_glass_pane_1",0.30,0.30
"Chipped","chipped:pink_stained_glass_pane_2",0.30,0.30
"Chipped","chipped:pink_stained_glass_pane_3",0.30,0.30
"Chipped","chipped:pink_stained_glass_pane_4",0.30,0.30
"Chipped","chipped:pink_stained_glass_pane_5",0.30,0.30
"Chipped","chipped:pink_stained_glass_pane_6",0.30,0.30
"Chipped","chipped:pink_stained_glass_pane_7",0.30,0.30
"Chipped","chipped:pink_stained_glass_pane_8",0.30,0.30
"Chipped","chipped:pink_terracotta_1",1.25,4.20
"Chipped","chipped:pink_terracotta_10",1.25,4.20
"Chipped","chipped:pink_terracotta_11",1.25,4.20
"Chipped","chipped:pink_terracotta_12",1.25,4.20
"Chipped","chipped:pink_terracotta_13",1.25,4.20
"Chipped","chipped:pink_terracotta_14",1.25,4.20
"Chipped","chipped:pink_terracotta_15",1.25,4.20
"Chipped","chipped:pink_terracotta_16",1.25,4.20
"Chipped","chipped:pink_terracotta_17",1.25,4.20
"Chipped","chipped:pink_terracotta_18",1.25,4.20
"Chipped","chipped:pink_terracotta_2",1.25,4.20
"Chipped","chipped:pink_terracotta_3",1.25,4.20
"Chipped","chipped:pink_terracotta_4",1.25,4.20
"Chipped","chipped:pink_terracotta_5",1.25,4.20
"Chipped","chipped:pink_terracotta_6",1.25,4.20
"Chipped","chipped:pink_terracotta_7",1.25,4.20
"Chipped","chipped:pink_terracotta_8",1.25,4.20
"Chipped","chipped:pink_terracotta_9",1.25,4.20
"Chipped","chipped:pink_wool_1",0.80,0.80
"Chipped","chipped:pink_wool_10",0.80,0.80
"Chipped","chipped:pink_wool_11",0.80,0.80
"Chipped","chipped:pink_wool_12",0.80,0.80
"Chipped","chipped:pink_wool_13",0.80,0.80
"Chipped","chipped:pink_wool_14",0.80,0.80
"Chipped","chipped:pink_wool_15",0.80,0.80
"Chipped","chipped:pink_wool_16",0.80,0.80
"Chipped","chipped:pink_wool_17",0.80,0.80
"Chipped","chipped:pink_wool_18",0.80,0.80
"Chipped","chipped:pink_wool_2",0.80,0.80
"Chipped","chipped:pink_wool_3",0.80,0.80
"Chipped","chipped:pink_wool_4",0.80,0.80
"Chipped","chipped:pink_wool_5",0.80,0.80
"Chipped","chipped:pink_wool_6",0.80,0.80
"Chipped","chipped:pink_wool_7",0.80,0.80
"Chipped","chipped:pink_wool_8",0.80,0.80
"Chipped","chipped:pink_wool_9",0.80,0.80
"Chipped","chipped:prismarine_1",1.50,6.00
"Chipped","chipped:prismarine_10",1.50,6.00
"Chipped","chipped:prismarine_11",1.50,6.00
"Chipped","chipped:prismarine_12",1.50,6.00
"Chipped","chipped:prismarine_13",1.50,6.00
"Chipped","chipped:prismarine_14",1.50,6.00
"Chipped","chipped:prismarine_15",1.50,6.00
"Chipped","chipped:prismarine_16",1.50,6.00
"Chipped","chipped:prismarine_17",1.50,6.00
"Chipped","chipped:prismarine_18",1.50,6.00
"Chipped","chipped:prismarine_2",1.50,6.00
"Chipped","chipped:prismarine_3",1.50,6.00
"Chipped","chipped:prismarine_4",1.50,6.00
"Chipped","chipped:prismarine_5",1.50,6.00
"Chipped","chipped:prismarine_6",1.50,6.00
"Chipped","chipped:prismarine_7",1.50,6.00
"Chipped","chipped:prismarine_8",1.50,6.00
"Chipped","chipped:prismarine_9",1.50,6.00
"Chipped","chipped:pumpkin_end",1.00,1.00
"Chipped","chipped:pumpkin_end2",1.00,1.00
"Chipped","chipped:pumpkin_nether",1.00,1.00
"Chipped","chipped:purple_carpet_1",0.10,0.10
"Chipped","chipped:purple_carpet_10",0.10,0.10
"Chipped","chipped:purple_carpet_11",0.10,0.10
"Chipped","chipped:purple_carpet_12",0.10,0.10
"Chipped","chipped:purple_carpet_13",0.10,0.10
"Chipped","chipped:purple_carpet_14",0.10,0.10
"Chipped","chipped:purple_carpet_15",0.10,0.10
"Chipped","chipped:purple_carpet_16",0.10,0.10
"Chipped","chipped:purple_carpet_17",0.10,0.10
"Chipped","chipped:purple_carpet_18",0.10,0.10
"Chipped","chipped:purple_carpet_2",0.10,0.10
"Chipped","chipped:purple_carpet_3",0.10,0.10
"Chipped","chipped:purple_carpet_4",0.10,0.10
"Chipped","chipped:purple_carpet_5",0.10,0.10
"Chipped","chipped:purple_carpet_6",0.10,0.10
"Chipped","chipped:purple_carpet_7",0.10,0.10
"Chipped","chipped:purple_carpet_8",0.10,0.10
"Chipped","chipped:purple_carpet_9",0.10,0.10
"Chipped","chipped:purple_concrete_1",1.80,1.80
"Chipped","chipped:purple_concrete_10",1.80,1.80
"Chipped","chipped:purple_concrete_11",1.80,1.80
"Chipped","chipped:purple_concrete_12",1.80,1.80
"Chipped","chipped:purple_concrete_13",1.80,1.80
"Chipped","chipped:purple_concrete_14",1.80,1.80
"Chipped","chipped:purple_concrete_15",1.80,1.80
"Chipped","chipped:purple_concrete_16",1.80,1.80
"Chipped","chipped:purple_concrete_17",1.80,1.80
"Chipped","chipped:purple_concrete_18",1.80,1.80
"Chipped","chipped:purple_concrete_2",1.80,1.80
"Chipped","chipped:purple_concrete_3",1.80,1.80
"Chipped","chipped:purple_concrete_4",1.80,1.80
"Chipped","chipped:purple_concrete_5",1.80,1.80
"Chipped","chipped:purple_concrete_6",1.80,1.80
"Chipped","chipped:purple_concrete_7",1.80,1.80
"Chipped","chipped:purple_concrete_8",1.80,1.80
"Chipped","chipped:purple_concrete_9",1.80,1.80
"Chipped","chipped:purple_stained_glass_1",0.30,0.30
"Chipped","chipped:purple_stained_glass_2",0.30,0.30
"Chipped","chipped:purple_stained_glass_3",0.30,0.30
"Chipped","chipped:purple_stained_glass_4",0.30,0.30
"Chipped","chipped:purple_stained_glass_5",0.30,0.30
"Chipped","chipped:purple_stained_glass_6",0.30,0.30
"Chipped","chipped:purple_stained_glass_7",0.30,0.30
"Chipped","chipped:purple_stained_glass_8",0.30,0.30
"Chipped","chipped:purple_stained_glass_pane_1",0.30,0.30
"Chipped","chipped:purple_stained_glass_pane_2",0.30,0.30
"Chipped","chipped:purple_stained_glass_pane_3",0.30,0.30
"Chipped","chipped:purple_stained_glass_pane_4",0.30,0.30
"Chipped","chipped:purple_stained_glass_pane_5",0.30,0.30
"Chipped","chipped:purple_stained_glass_pane_6",0.30,0.30
"Chipped","chipped:purple_stained_glass_pane_7",0.30,0.30
"Chipped","chipped:purple_stained_glass_pane_8",0.30,0.30
"Chipped","chipped:purple_terracotta_1",1.25,4.20
"Chipped","chipped:purple_terracotta_10",1.25,4.20
"Chipped","chipped:purple_terracotta_11",1.25,4.20
"Chipped","chipped:purple_terracotta_12",1.25,4.20
"Chipped","chipped:purple_terracotta_13",1.25,4.20
"Chipped","chipped:purple_terracotta_14",1.25,4.20
"Chipped","chipped:purple_terracotta_15",1.25,4.20
"Chipped","chipped:purple_terracotta_16",1.25,4.20
"Chipped","chipped:purple_terracotta_17",1.25,4.20
"Chipped","chipped:purple_terracotta_18",1.25,4.20
"Chipped","chipped:purple_terracotta_2",1.25,4.20
"Chipped","chipped:purple_terracotta_3",1.25,4.20
"Chipped","chipped:purple_terracotta_4",1.25,4.20
"Chipped","chipped:purple_terracotta_5",1.25,4.20
"Chipped","chipped:purple_terracotta_6",1.25,4.20
"Chipped","chipped:purple_terracotta_7",1.25,4.20
"Chipped","chipped:purple_terracotta_8",1.25,4.20
"Chipped","chipped:purple_terracotta_9",1.25,4.20
"Chipped","chipped:purple_wool_1",0.80,0.80
"Chipped","chipped:purple_wool_10",0.80,0.80
"Chipped","chipped:purple_wool_11",0.80,0.80
"Chipped","chipped:purple_wool_12",0.80,0.80
"Chipped","chipped:purple_wool_13",0.80,0.80
"Chipped","chipped:purple_wool_14",0.80,0.80
"Chipped","chipped:purple_wool_15",0.80,0.80
"Chipped","chipped:purple_wool_16",0.80,0.80
"Chipped","chipped:purple_wool_17",0.80,0.80
"Chipped","chipped:purple_wool_18",0.80,0.80
"Chipped","chipped:purple_wool_2",0.80,0.80
"Chipped","chipped:purple_wool_3",0.80,0.80
"Chipped","chipped:purple_wool_4",0.80,0.80
"Chipped","chipped:purple_wool_5",0.80,0.80
"Chipped","chipped:purple_wool_6",0.80,0.80
"Chipped","chipped:purple_wool_7",0.80,0.80
"Chipped","chipped:purple_wool_8",0.80,0.80
"Chipped","chipped:purple_wool_9",0.80,0.80
"Chipped","chipped:purpur_block_1",1.50,6.00
"Chipped","chipped:purpur_block_10",1.50,6.00
"Chipped","chipped:purpur_block_11",1.50,6.00
"Chipped","chipped:purpur_block_12",1.50,6.00
"Chipped","chipped:purpur_block_13",1.50,6.00
"Chipped","chipped:purpur_block_14",1.50,6.00
"Chipped","chipped:purpur_block_15",1.50,6.00
"Chipped","chipped:purpur_block_16",1.50,6.00
"Chipped","chipped:purpur_block_17",1.50,6.00
"Chipped","chipped:purpur_block_18",1.50,6.00
"Chipped","chipped:purpur_block_2",1.50,6.00
"Chipped","chipped:purpur_block_3",1.50,6.00
"Chipped","chipped:purpur_block_4",1.50,6.00
"Chipped","chipped:purpur_block_5",1.50,6.00
"Chipped","chipped:purpur_block_6",1.50,6.00
"Chipped","chipped:purpur_block_7",1.50,6.00
"Chipped","chipped:purpur_block_8",1.50,6.00
"Chipped","chipped:purpur_block_9",1.50,6.00
"Chipped","chipped:quartz_block_1",0.80,0.80
"Chipped","chipped:quartz_block_10",0.80,0.80
"Chipped","chipped:quartz_block_11",0.80,0.80
"Chipped","chipped:quartz_block_12",0.80,0.80
"Chipped","chipped:quartz_block_13",0.80,0.80
"Chipped","chipped:quartz_block_14",0.80,0.80
"Chipped","chipped:quartz_block_15",0.80,0.80
"Chipped","chipped:quartz_block_16",0.80,0.80
"Chipped","chipped:quartz_block_17",0.80,0.80
"Chipped","chipped:quartz_block_18",0.80,0.80
"Chipped","chipped:quartz_block_2",0.80,0.80
"Chipped","chipped:quartz_block_3",0.80,0.80
"Chipped","chipped:quartz_block_4",0.80,0.80
"Chipped","chipped:quartz_block_5",0.80,0.80
"Chipped","chipped:quartz_block_6",0.80,0.80
"Chipped","chipped:quartz_block_7",0.80,0.80
"Chipped","chipped:quartz_block_8",0.80,0.80
"Chipped","chipped:quartz_block_9",0.80,0.80
"Chipped","chipped:red_carpet_1",0.10,0.10
"Chipped","chipped:red_carpet_10",0.10,0.10
"Chipped","chipped:red_carpet_11",0.10,0.10
"Chipped","chipped:red_carpet_12",0.10,0.10
"Chipped","chipped:red_carpet_13",0.10,0.10
"Chipped","chipped:red_carpet_14",0.10,0.10
"Chipped","chipped:red_carpet_15",0.10,0.10
"Chipped","chipped:red_carpet_16",0.10,0.10
"Chipped","chipped:red_carpet_17",0.10,0.10
"Chipped","chipped:red_carpet_18",0.10,0.10
"Chipped","chipped:red_carpet_2",0.10,0.10
"Chipped","chipped:red_carpet_3",0.10,0.10
"Chipped","chipped:red_carpet_4",0.10,0.10
"Chipped","chipped:red_carpet_5",0.10,0.10
"Chipped","chipped:red_carpet_6",0.10,0.10
"Chipped","chipped:red_carpet_7",0.10,0.10
"Chipped","chipped:red_carpet_8",0.10,0.10
"Chipped","chipped:red_carpet_9",0.10,0.10
"Chipped","chipped:red_concrete_1",1.80,1.80
"Chipped","chipped:red_concrete_10",1.80,1.80
"Chipped","chipped:red_concrete_11",1.80,1.80
"Chipped","chipped:red_concrete_12",1.80,1.80
"Chipped","chipped:red_concrete_13",1.80,1.80
"Chipped","chipped:red_concrete_14",1.80,1.80
"Chipped","chipped:red_concrete_15",1.80,1.80
"Chipped","chipped:red_concrete_16",1.80,1.80
"Chipped","chipped:red_concrete_17",1.80,1.80
"Chipped","chipped:red_concrete_18",1.80,1.80
"Chipped","chipped:red_concrete_2",1.80,1.80
"Chipped","chipped:red_concrete_3",1.80,1.80
"Chipped","chipped:red_concrete_4",1.80,1.80
"Chipped","chipped:red_concrete_5",1.80,1.80
"Chipped","chipped:red_concrete_6",1.80,1.80
"Chipped","chipped:red_concrete_7",1.80,1.80
"Chipped","chipped:red_concrete_8",1.80,1.80
"Chipped","chipped:red_concrete_9",1.80,1.80
"Chipped","chipped:red_nether_bricks_1",2.00,6.00
"Chipped","chipped:red_nether_bricks_10",2.00,6.00
"Chipped","chipped:red_nether_bricks_11",2.00,6.00
"Chipped","chipped:red_nether_bricks_12",2.00,6.00
"Chipped","chipped:red_nether_bricks_13",2.00,6.00
"Chipped","chipped:red_nether_bricks_14",2.00,6.00
"Chipped","chipped:red_nether_bricks_15",2.00,6.00
"Chipped","chipped:red_nether_bricks_16",2.00,6.00
"Chipped","chipped:red_nether_bricks_17",2.00,6.00
"Chipped","chipped:red_nether_bricks_18",2.00,6.00
"Chipped","chipped:red_nether_bricks_2",2.00,6.00
"Chipped","chipped:red_nether_bricks_3",2.00,6.00
"Chipped","chipped:red_nether_bricks_4",2.00,6.00
"Chipped","chipped:red_nether_bricks_5",2.00,6.00
"Chipped","chipped:red_nether_bricks_6",2.00,6.00
"Chipped","chipped:red_nether_bricks_7",2.00,6.00
"Chipped","chipped:red_nether_bricks_8",2.00,6.00
"Chipped","chipped:red_nether_bricks_9",2.00,6.00
"Chipped","chipped:red_sandstone_1",0.80,0.80
"Chipped","chipped:red_sandstone_10",0.80,0.80
"Chipped","chipped:red_sandstone_11",0.80,0.80
"Chipped","chipped:red_sandstone_12",0.80,0.80
"Chipped","chipped:red_sandstone_13",0.80,0.80
"Chipped","chipped:red_sandstone_14",0.80,0.80
"Chipped","chipped:red_sandstone_15",0.80,0.80
"Chipped","chipped:red_sandstone_16",0.80,0.80
"Chipped","chipped:red_sandstone_17",0.80,0.80
"Chipped","chipped:red_sandstone_18",0.80,0.80
"Chipped","chipped:red_sandstone_2",0.80,0.80
"Chipped","chipped:red_sandstone_3",0.80,0.80
"Chipped","chipped:red_sandstone_4",0.80,0.80
"Chipped","chipped:red_sandstone_5",0.80,0.80
"Chipped","chipped:red_sandstone_6",0.80,0.80
"Chipped","chipped:red_sandstone_7",0.80,0.80
"Chipped","chipped:red_sandstone_8",0.80,0.80
"Chipped","chipped:red_sandstone_9",0.80,0.80
"Chipped","chipped:red_stained_glass_1",0.30,0.30
"Chipped","chipped:red_stained_glass_2",0.30,0.30
"Chipped","chipped:red_stained_glass_3",0.30,0.30
"Chipped","chipped:red_stained_glass_4",0.30,0.30
"Chipped","chipped:red_stained_glass_5",0.30,0.30
"Chipped","chipped:red_stained_glass_6",0.30,0.30
"Chipped","chipped:red_stained_glass_7",0.30,0.30
"Chipped","chipped:red_stained_glass_8",0.30,0.30
"Chipped","chipped:red_stained_glass_pane_1",0.30,0.30
"Chipped","chipped:red_stained_glass_pane_2",0.30,0.30
"Chipped","chipped:red_stained_glass_pane_3",0.30,0.30
"Chipped","chipped:red_stained_glass_pane_4",0.30,0.30
"Chipped","chipped:red_stained_glass_pane_5",0.30,0.30
"Chipped","chipped:red_stained_glass_pane_6",0.30,0.30
"Chipped","chipped:red_stained_glass_pane_7",0.30,0.30
"Chipped","chipped:red_stained_glass_pane_8",0.30,0.30
"Chipped","chipped:red_terracotta_1",1.25,4.20
"Chipped","chipped:red_terracotta_10",1.25,4.20
"Chipped","chipped:red_terracotta_11",1.25,4.20
"Chipped","chipped:red_terracotta_12",1.25,4.20
"Chipped","chipped:red_terracotta_13",1.25,4.20
"Chipped","chipped:red_terracotta_14",1.25,4.20
"Chipped","chipped:red_terracotta_15",1.25,4.20
"Chipped","chipped:red_terracotta_16",1.25,4.20
"Chipped","chipped:red_terracotta_17",1.25,4.20
"Chipped","chipped:red_terracotta_18",1.25,4.20
"Chipped","chipped:red_terracotta_2",1.25,4.20
"Chipped","chipped:red_terracotta_3",1.25,4.20
"Chipped","chipped:red_terracotta_4",1.25,4.20
"Chipped","chipped:red_terracotta_5",1.25,4.20
"Chipped","chipped:red_terracotta_6",1.25,4.20
"Chipped","chipped:red_terracotta_7",1.25,4.20
"Chipped","chipped:red_terracotta_8",1.25,4.20
"Chipped","chipped:red_terracotta_9",1.25,4.20
"Chipped","chipped:red_wool_1",0.80,0.80
"Chipped","chipped:red_wool_10",0.80,0.80
"Chipped","chipped:red_wool_11",0.80,0.80
"Chipped","chipped:red_wool_12",0.80,0.80
"Chipped","chipped:red_wool_13",0.80,0.80
"Chipped","chipped:red_wool_14",0.80,0.80
"Chipped","chipped:red_wool_15",0.80,0.80
"Chipped","chipped:red_wool_16",0.80,0.80
"Chipped","chipped:red_wool_17",0.80,0.80
"Chipped","chipped:red_wool_18",0.80,0.80
"Chipped","chipped:red_wool_2",0.80,0.80
"Chipped","chipped:red_wool_3",0.80,0.80
"Chipped","chipped:red_wool_4",0.80,0.80
"Chipped","chipped:red_wool_5",0.80,0.80
"Chipped","chipped:red_wool_6",0.80,0.80
"Chipped","chipped:red_wool_7",0.80,0.80
"Chipped","chipped:red_wool_8",0.80,0.80
"Chipped","chipped:red_wool_9",0.80,0.80
"Chipped","chipped:redstone_lamp_1",0.30,0.30
"Chipped","chipped:redstone_lamp_10",0.30,0.30
"Chipped","chipped:redstone_lamp_11",0.30,0.30
"Chipped","chipped:redstone_lamp_12",0.30,0.30
"Chipped","chipped:redstone_lamp_13",0.30,0.30
"Chipped","chipped:redstone_lamp_14",0.30,0.30
"Chipped","chipped:redstone_lamp_15",0.30,0.30
"Chipped","chipped:redstone_lamp_16",0.30,0.30
"Chipped","chipped:redstone_lamp_17",0.30,0.30
"Chipped","chipped:redstone_lamp_18",0.30,0.30
"Chipped","chipped:redstone_lamp_2",0.30,0.30
"Chipped","chipped:redstone_lamp_3",0.30,0.30
"Chipped","chipped:redstone_lamp_4",0.30,0.30
"Chipped","chipped:redstone_lamp_5",0.30,0.30
"Chipped","chipped:redstone_lamp_6",0.30,0.30
"Chipped","chipped:redstone_lamp_7",0.30,0.30
"Chipped","chipped:redstone_lamp_8",0.30,0.30
"Chipped","chipped:redstone_lamp_9",0.30,0.30
"Chipped","chipped:redstone_torch_2",0.00,0.00
"Chipped","chipped:redstone_torch_3",0.00,0.00
"Chipped","chipped:redstone_torch_4",0.00,0.00
"Chipped","chipped:redstone_torch_5",0.00,0.00
"Chipped","chipped:redstone_torch_6",0.00,0.00
"Chipped","chipped:redstone_wall_torch_2",0.00,0.00
"Chipped","chipped:redstone_wall_torch_3",0.00,0.00
"Chipped","chipped:redstone_wall_torch_4",0.00,0.00
"Chipped","chipped:redstone_wall_torch_5",0.00,0.00
"Chipped","chipped:redstone_wall_torch_6",0.00,0.00
"Chipped","chipped:sandstone_1",0.80,0.80
"Chipped","chipped:sandstone_10",0.80,0.80
"Chipped","chipped:sandstone_11",0.80,0.80
"Chipped","chipped:sandstone_12",0.80,0.80
"Chipped","chipped:sandstone_13",0.80,0.80
"Chipped","chipped:sandstone_14",0.80,0.80
"Chipped","chipped:sandstone_15",0.80,0.80
"Chipped","chipped:sandstone_16",0.80,0.80
"Chipped","chipped:sandstone_17",0.80,0.80
"Chipped","chipped:sandstone_18",0.80,0.80
"Chipped","chipped:sandstone_2",0.80,0.80
"Chipped","chipped:sandstone_3",0.80,0.80
"Chipped","chipped:sandstone_4",0.80,0.80
"Chipped","chipped:sandstone_5",0.80,0.80
"Chipped","chipped:sandstone_6",0.80,0.80
"Chipped","chipped:sandstone_7",0.80,0.80
"Chipped","chipped:sandstone_8",0.80,0.80
"Chipped","chipped:sandstone_9",0.80,0.80
"Chipped","chipped:sea_lantern_1",0.30,0.30
"Chipped","chipped:sea_lantern_10",0.30,0.30
"Chipped","chipped:sea_lantern_11",0.30,0.30
"Chipped","chipped:sea_lantern_12",0.30,0.30
"Chipped","chipped:sea_lantern_13",0.30,0.30
"Chipped","chipped:sea_lantern_14",0.30,0.30
"Chipped","chipped:sea_lantern_15",0.30,0.30
"Chipped","chipped:sea_lantern_16",0.30,0.30
"Chipped","chipped:sea_lantern_2",0.30,0.30
"Chipped","chipped:sea_lantern_3",0.30,0.30
"Chipped","chipped:sea_lantern_4",0.30,0.30
"Chipped","chipped:sea_lantern_5",0.30,0.30
