"Registry name","Map color (hex)","Map color (int)"
"biomesoplenty:magic_log","#334CB2","3361970"
"biomesoplenty:magic_planks","#334CB2","3361970"
"biomesoplenty:magic_pressure_plate","#334CB2","3361970"
"biomesoplenty:magic_sapling","#007C00","31744"
"biomesoplenty:magic_slab","#334CB2","3361970"
"biomesoplenty:magic_stairs","#334CB2","3361970"
"biomesoplenty:magic_trapdoor","#334CB2","3361970"
"biomesoplenty:magic_wood","#334CB2","3361970"
"biomesoplenty:mahogany_button","#000000","0"
"biomesoplenty:mahogany_door","#A04D4E","10505550"
"biomesoplenty:mahogany_fence","#A04D4E","10505550"
"biomesoplenty:mahogany_fence_gate","#A04D4E","10505550"
"biomesoplenty:mahogany_leaves","#007C00","31744"
"biomesoplenty:mahogany_log","#A04D4E","10505550"
"biomesoplenty:mahogany_planks","#A04D4E","10505550"
"biomesoplenty:mahogany_pressure_plate","#A04D4E","10505550"
"biomesoplenty:mahogany_sapling","#007C00","31744"
"biomesoplenty:mahogany_slab","#A04D4E","10505550"
"biomesoplenty:mahogany_stairs","#A04D4E","10505550"
"biomesoplenty:mahogany_trapdoor","#A04D4E","10505550"
"biomesoplenty:mahogany_wood","#A04D4E","10505550"
"biomesoplenty:mangrove_root","#D1B1A1","13742497"
"biomesoplenty:maple_leaves","#993333","10040115"
"biomesoplenty:maple_sapling","#007C00","31744"
"biomesoplenty:mud","#4C3223","4993571"
"biomesoplenty:mud_brick_slab","#4C3223","4993571"
"biomesoplenty:mud_brick_stairs","#4C3223","4993571"
"biomesoplenty:mud_brick_wall","#4C3223","4993571"
"biomesoplenty:mud_bricks","#4C3223","4993571"
"biomesoplenty:nether_crystal","#943F61","9715553"
"biomesoplenty:nether_crystal_block","#943F61","9715553"
"biomesoplenty:orange_autumn_leaves","#9F5224","10441252"
"biomesoplenty:orange_autumn_sapling","#007C00","31744"
"biomesoplenty:orange_cosmos","#007C00","31744"
"biomesoplenty:orange_sand","#D87F33","14188339"
"biomesoplenty:orange_sandstone","#D87F33","14188339"
"biomesoplenty:orange_sandstone_slab","#D87F33","14188339"
"biomesoplenty:orange_sandstone_stairs","#D87F33","14188339"
"biomesoplenty:orange_sandstone_wall","#D87F33","14188339"
"biomesoplenty:origin_grass_block","#7FB238","8368696"
"biomesoplenty:origin_leaves","#00D93A","55610"
"biomesoplenty:origin_sapling","#007C00","31744"
"biomesoplenty:palm_button","#000000","0"
"biomesoplenty:palm_door","#BA8524","12223780"
"biomesoplenty:palm_fence","#BA8524","12223780"
"biomesoplenty:palm_fence_gate","#BA8524","12223780"
"biomesoplenty:palm_leaves","#007C00","31744"
"biomesoplenty:palm_log","#BA8524","12223780"
"biomesoplenty:palm_planks","#BA8524","12223780"
"biomesoplenty:palm_pressure_plate","#BA8524","12223780"
"biomesoplenty:palm_sapling","#007C00","31744"
"biomesoplenty:palm_slab","#BA8524","12223780"
"biomesoplenty:palm_stairs","#BA8524","12223780"
"biomesoplenty:palm_trapdoor","#BA8524","12223780"
"biomesoplenty:palm_wood","#BA8524","12223780"
"biomesoplenty:pink_cherry_leaves","#F27FA5","15892389"
"biomesoplenty:pink_cherry_sapling","#007C00","31744"
"biomesoplenty:pink_daffodil","#007C00","31744"
"biomesoplenty:pink_hibiscus","#007C00","31744"
"biomesoplenty:potted_burning_blossom","#000000","0"
"biomesoplenty:potted_clover","#000000","0"
"biomesoplenty:potted_dead_sapling","#000000","0"
"biomesoplenty:potted_fir_sapling","#000000","0"
"biomesoplenty:potted_flowering_oak_sapling","#000000","0"
"biomesoplenty:potted_glowflower","#000000","0"
"biomesoplenty:potted_glowshroom","#000000","0"
"biomesoplenty:potted_hellbark_sapling","#000000","0"
"biomesoplenty:potted_jacaranda_sapling","#000000","0"
"biomesoplenty:potted_lavender","#000000","0"
"biomesoplenty:potted_magic_sapling","#000000","0"
"biomesoplenty:potted_mahogany_sapling","#000000","0"
"biomesoplenty:potted_maple_sapling","#000000","0"
"biomesoplenty:potted_orange_autumn_sapling","#000000","0"
"biomesoplenty:potted_orange_cosmos","#000000","0"
"biomesoplenty:potted_origin_sapling","#000000","0"
"biomesoplenty:potted_palm_sapling","#000000","0"
"biomesoplenty:potted_pink_cherry_sapling","#000000","0"
"biomesoplenty:potted_pink_daffodil","#000000","0"
"biomesoplenty:potted_pink_hibiscus","#000000","0"
"biomesoplenty:potted_rainbow_birch_sapling","#000000","0"
"biomesoplenty:potted_redwood_sapling","#000000","0"
"biomesoplenty:potted_rose","#000000","0"
"biomesoplenty:potted_sprout","#000000","0"
"biomesoplenty:potted_toadstool","#000000","0"
"biomesoplenty:potted_umbran_sapling","#000000","0"
"biomesoplenty:potted_violet","#000000","0"
"biomesoplenty:potted_white_cherry_sapling","#000000","0"
"biomesoplenty:potted_wildflower","#000000","0"
"biomesoplenty:potted_willow_sapling","#000000","0"
"biomesoplenty:potted_wilted_lily","#000000","0"
"biomesoplenty:potted_yellow_autumn_sapling","#000000","0"
"biomesoplenty:rainbow_birch_leaves","#007C00","31744"
"biomesoplenty:rainbow_birch_sapling","#007C00","31744"
"biomesoplenty:redwood_button","#000000","0"
"biomesoplenty:redwood_door","#9F5224","10441252"
"biomesoplenty:redwood_fence","#9F5224","10441252"
"biomesoplenty:redwood_fence_gate","#9F5224","10441252"
"biomesoplenty:redwood_leaves","#007C00","31744"
"biomesoplenty:redwood_log","#9F5224","10441252"
"biomesoplenty:redwood_planks","#9F5224","10441252"
"biomesoplenty:redwood_pressure_plate","#9F5224","10441252"
"biomesoplenty:redwood_sapling","#007C00","31744"
"biomesoplenty:redwood_slab","#9F5224","10441252"
"biomesoplenty:redwood_stairs","#9F5224","10441252"
"biomesoplenty:redwood_trapdoor","#9F5224","10441252"
"biomesoplenty:redwood_wood","#9F5224","10441252"
"biomesoplenty:reed","#976D4D","9923917"
"biomesoplenty:rose","#007C00","31744"
"biomesoplenty:smooth_black_sandstone","#191919","1644825"
"biomesoplenty:smooth_black_sandstone_slab","#191919","1644825"
"biomesoplenty:smooth_black_sandstone_stairs","#191919","1644825"
"biomesoplenty:smooth_orange_sandstone","#D87F33","14188339"
"biomesoplenty:smooth_orange_sandstone_slab","#D87F33","14188339"
"biomesoplenty:smooth_orange_sandstone_stairs","#D87F33","14188339"
"biomesoplenty:smooth_white_sandstone","#FFFCF5","16776437"
"biomesoplenty:smooth_white_sandstone_slab","#FFFCF5","16776437"
"biomesoplenty:smooth_white_sandstone_stairs","#FFFCF5","16776437"
"biomesoplenty:spanish_moss","#007C00","31744"
"biomesoplenty:spanish_moss_plant","#007C00","31744"
"biomesoplenty:sprout","#007C00","31744"
"biomesoplenty:stripped_cherry_log","#993333","10040115"
"biomesoplenty:stripped_cherry_wood","#993333","10040115"
"biomesoplenty:stripped_dead_log","#707070","7368816"
"biomesoplenty:stripped_dead_wood","#707070","7368816"
"biomesoplenty:stripped_fir_log","#D1B1A1","13742497"
"biomesoplenty:stripped_fir_wood","#D1B1A1","13742497"
"biomesoplenty:stripped_hellbark_log","#392923","3746083"
"biomesoplenty:stripped_hellbark_wood","#392923","3746083"
"biomesoplenty:stripped_jacaranda_log","#D1B1A1","13742497"
"biomesoplenty:stripped_jacaranda_wood","#D1B1A1","13742497"
"biomesoplenty:stripped_magic_log","#334CB2","3361970"
"biomesoplenty:stripped_magic_wood","#334CB2","3361970"
"biomesoplenty:stripped_mahogany_log","#A04D4E","10505550"
"biomesoplenty:stripped_mahogany_wood","#A04D4E","10505550"
"biomesoplenty:stripped_palm_log","#BA8524","12223780"
"biomesoplenty:stripped_palm_wood","#BA8524","12223780"
"biomesoplenty:stripped_redwood_log","#9F5224","10441252"
"biomesoplenty:stripped_redwood_wood","#9F5224","10441252"
"biomesoplenty:stripped_umbran_log","#4C3E5C","4996700"
"biomesoplenty:stripped_umbran_wood","#4C3E5C","4996700"
"biomesoplenty:stripped_willow_log","#677535","6780213"
"biomesoplenty:stripped_willow_wood","#677535","6780213"
"biomesoplenty:toadstool","#D87F33","14188339"
"biomesoplenty:toadstool_block","#D87F33","14188339"
"biomesoplenty:umbran_button","#000000","0"
"biomesoplenty:umbran_door","#4C3E5C","4996700"
"biomesoplenty:umbran_fence","#4C3E5C","4996700"
"biomesoplenty:umbran_fence_gate","#4C3E5C","4996700"
"biomesoplenty:umbran_leaves","#4C3E5C","4996700"
"biomesoplenty:umbran_log","#4C3E5C","4996700"
"biomesoplenty:umbran_planks","#4C3E5C","4996700"
"biomesoplenty:umbran_pressure_plate","#4C3E5C","4996700"
"biomesoplenty:umbran_sapling","#007C00","31744"
"biomesoplenty:umbran_slab","#4C3E5C","4996700"
"biomesoplenty:umbran_stairs","#4C3E5C","4996700"
"biomesoplenty:umbran_trapdoor","#4C3E5C","4996700"
"biomesoplenty:umbran_wood","#4C3E5C","4996700"
"biomesoplenty:violet","#007C00","31744"
"biomesoplenty:watergrass","#4040FF","4210943"
"biomesoplenty:white_cherry_leaves","#FFFFFF","16777215"
"biomesoplenty:white_cherry_sapling","#007C00","31744"
"biomesoplenty:white_sand","#FFFCF5","16776437"
"biomesoplenty:white_sandstone","#FFFCF5","16776437"
"biomesoplenty:white_sandstone_slab","#FFFCF5","16776437"
"biomesoplenty:white_sandstone_stairs","#FFFCF5","16776437"
"biomesoplenty:white_sandstone_wall","#FFFCF5","16776437"
"biomesoplenty:wildflower","#007C00","31744"
"biomesoplenty:willow_button","#000000","0"
"biomesoplenty:willow_door","#677535","6780213"
"biomesoplenty:willow_fence","#677535","6780213"
"biomesoplenty:willow_fence_gate","#677535","6780213"
"biomesoplenty:willow_leaves","#007C00","31744"
"biomesoplenty:willow_log","#677535","6780213"
"biomesoplenty:willow_planks","#677535","6780213"
"biomesoplenty:willow_pressure_plate","#677535","6780213"
"biomesoplenty:willow_sapling","#007C00","31744"
"biomesoplenty:willow_slab","#677535","6780213"
"biomesoplenty:willow_stairs","#677535","6780213"
"biomesoplenty:willow_trapdoor","#677535","6780213"
"biomesoplenty:willow_vine","#007C00","31744"
"biomesoplenty:willow_wood","#677535","6780213"
"biomesoplenty:wilted_lily","#007C00","31744"
"biomesoplenty:yellow_autumn_leaves","#BA8524","12223780"
"biomesoplenty:yellow_autumn_sapling","#007C00","31744"
"bloodmagic:accelerationrune","#707070","7368816"
"bloodmagic:airritualstone","#707070","7368816"
"bloodmagic:alchemicalreactionchamber","#707070","7368816"
"bloodmagic:alchemyarray","#C7C7C7","13092807"
"bloodmagic:alchemytable","#A7A7A7","10987431"
"bloodmagic:altar","#707070","7368816"
"bloodmagic:altarcapacityrune","#707070","7368816"
"bloodmagic:bettercapacityrune","#707070","7368816"
"bloodmagic:blankrune","#707070","7368816"
"bloodmagic:bloodlight","#C7C7C7","13092807"
"bloodmagic:bloodstonebrick","#707070","7368816"
"bloodmagic:chargingrune","#707070","7368816"
"bloodmagic:corrosivedemoncrystal","#A7A7A7","10987431"
"bloodmagic:creeping_doubt","#007C00","31744"
"bloodmagic:deforester_charge","#A7A7A7","10987431"
"bloodmagic:demoncrucible","#707070","7368816"
"bloodmagic:demoncrystallizer","#A7A7A7","10987431"
"bloodmagic:destructivedemoncrystal","#A7A7A7","10987431"
"bloodmagic:dislocationrune","#707070","7368816"
"bloodmagic:doubt_block","#4040FF","4210943"
"bloodmagic:dungeon_alternator","#707070","7368816"
"bloodmagic:dungeon_brick1","#707070","7368816"
"bloodmagic:dungeon_brick2","#707070","7368816"
"bloodmagic:dungeon_brick3","#707070","7368816"
"bloodmagic:dungeon_brick_assorted","#707070","7368816"
"bloodmagic:dungeon_brick_gate","#707070","7368816"
"bloodmagic:dungeon_brick_slab","#707070","7368816"
"bloodmagic:dungeon_brick_stairs","#707070","7368816"
"bloodmagic:dungeon_brick_wall","#707070","7368816"
"bloodmagic:dungeon_controller","#707070","7368816"
"bloodmagic:dungeon_cracked_brick1","#707070","7368816"
"bloodmagic:dungeon_emitter","#707070","7368816"
"bloodmagic:dungeon_eye","#707070","7368816"
"bloodmagic:dungeon_metal","#A7A7A7","10987431"
"bloodmagic:dungeon_ore","#707070","7368816"
"bloodmagic:dungeon_pillar_cap","#707070","7368816"
"bloodmagic:dungeon_pillar_center","#707070","7368816"
"bloodmagic:dungeon_pillar_special","#707070","7368816"
"bloodmagic:dungeon_polished","#707070","7368816"
"bloodmagic:dungeon_polished_gate","#707070","7368816"
"bloodmagic:dungeon_polished_stairs","#707070","7368816"
"bloodmagic:dungeon_polished_wall","#707070","7368816"
"bloodmagic:dungeon_regular_cracked_brick1","#707070","7368816"
"bloodmagic:dungeon_seal","#707070","7368816"
"bloodmagic:dungeon_smallbrick","#707070","7368816"
"bloodmagic:dungeon_spike_trap","#707070","7368816"
"bloodmagic:dungeon_stone","#707070","7368816"
"bloodmagic:dungeon_tile","#707070","7368816"
"bloodmagic:dungeon_tile_slab","#707070","7368816"
"bloodmagic:dungeon_tilespecial","#707070","7368816"
"bloodmagic:duskritualstone","#707070","7368816"
"bloodmagic:earthritualstone","#707070","7368816"
"bloodmagic:ethereal_mimic","#A7A7A7","10987431"
"bloodmagic:fireritualstone","#707070","7368816"
"bloodmagic:fungal_charge","#A7A7A7","10987431"
"bloodmagic:incensealtar","#A7A7A7","10987431"
"bloodmagic:inputroutingnode","#A7A7A7","10987431"
"bloodmagic:inversion_pillar","#707070","7368816"
"bloodmagic:inversion_pillar_cap","#707070","7368816"
"bloodmagic:itemroutingnode","#A7A7A7","10987431"
"bloodmagic:largebloodstonebrick","#707070","7368816"
"bloodmagic:life_essence_block","#4040FF","4210943"
"bloodmagic:lightritualstone","#707070","7368816"
"bloodmagic:masterritualstone","#707070","7368816"
"bloodmagic:masterroutingnode","#A7A7A7","10987431"
"bloodmagic:mimic","#A7A7A7","10987431"
"bloodmagic:nether_soil","#976D4D","9923917"
"bloodmagic:obsidianbrickpath","#707070","7368816"
"bloodmagic:obsidiantilepath","#707070","7368816"
"bloodmagic:orbcapacityrune","#707070","7368816"
"bloodmagic:outputroutingnode","#A7A7A7","10987431"
"bloodmagic:rawdemoncrystal","#A7A7A7","10987431"
"bloodmagic:ritualstone","#707070","7368816"
"bloodmagic:sacrificerune","#707070","7368816"
"bloodmagic:selfsacrificerune","#707070","7368816"
"bloodmagic:shaped_charge","#A7A7A7","10987431"
"bloodmagic:soulforge","#A7A7A7","10987431"
"bloodmagic:speedrune","#707070","7368816"
"bloodmagic:spikes","#A7A7A7","10987431"
"bloodmagic:steadfastdemoncrystal","#A7A7A7","10987431"
"bloodmagic:stonebrickpath","#707070","7368816"
"bloodmagic:stonetilepath","#707070","7368816"
"bloodmagic:strong_tau","#007C00","31744"
"bloodmagic:veinmine_charge","#A7A7A7","10987431"
"bloodmagic:vengefuldemoncrystal","#A7A7A7","10987431"
"bloodmagic:waterritualstone","#707070","7368816"
"bloodmagic:weak_tau","#007C00","31744"
"bloodmagic:woodbrickpath","#8F7748","9402184"
"bloodmagic:woodtilepath","#8F7748","9402184"
"bloodmagic:wornstonebrickpath","#707070","7368816"
"bloodmagic:wornstonetilepath","#707070","7368816"
"brazier:brazier","#A7A7A7","10987431"
"brazier:living_lantern","#A7A7A7","10987431"
"brazier:living_torch","#000000","0"
"brazier:living_wall_torch","#000000","0"
"brazier:spawn_powder","#000000","0"
"buildersaddition:acacia_vertical_slab","#D87F33","14188339"
"buildersaddition:andesite_vertical_slab","#707070","7368816"
"buildersaddition:arcade","#A7A7A7","10987431"
"buildersaddition:arcade_acacia","#8F7748","9402184"
"buildersaddition:arcade_birch","#8F7748","9402184"
"buildersaddition:arcade_crimson","#8F7748","9402184"
"buildersaddition:arcade_dark_oak","#8F7748","9402184"
"buildersaddition:arcade_jungle","#8F7748","9402184"
"buildersaddition:arcade_oak","#8F7748","9402184"
"buildersaddition:arcade_spruce","#8F7748","9402184"
"buildersaddition:arcade_warped","#8F7748","9402184"
"buildersaddition:bedside_table_acacia","#664C33","6704179"
"buildersaddition:bedside_table_birch","#F7E9A3","16247203"
"buildersaddition:bedside_table_crimson","#943F61","9715553"
"buildersaddition:bedside_table_dark_oak","#976D4D","9923917"
"buildersaddition:bedside_table_jungle","#D87F33","14188339"
"buildersaddition:bedside_table_oak","#8F7748","9402184"
"buildersaddition:bedside_table_spruce","#815631","8476209"
"buildersaddition:bedside_table_warped","#3A8E8C","3837580"
"buildersaddition:bench_acacia","#8F7748","9402184"
"buildersaddition:bench_birch","#8F7748","9402184"
"buildersaddition:bench_crimson","#943F61","9715553"
"buildersaddition:bench_dark_oak","#8F7748","9402184"
"buildersaddition:bench_jungle","#8F7748","9402184"
"buildersaddition:bench_oak","#8F7748","9402184"
"buildersaddition:bench_spruce","#8F7748","9402184"
"buildersaddition:bench_warped","#3A8E8C","3837580"
"buildersaddition:birch_vertical_slab","#F7E9A3","16247203"
"buildersaddition:blackstone_vertical_slab","#191919","1644825"
"buildersaddition:bookshelf_acacia","#8F7748","9402184"
"buildersaddition:bookshelf_birch","#8F7748","9402184"
"buildersaddition:bookshelf_crimson","#8F7748","9402184"
"buildersaddition:bookshelf_dark_oak","#8F7748","9402184"
"buildersaddition:bookshelf_jungle","#8F7748","9402184"
"buildersaddition:bookshelf_oak","#8F7748","9402184"
"buildersaddition:bookshelf_spruce","#8F7748","9402184"
"buildersaddition:bookshelf_warped","#8F7748","9402184"
"buildersaddition:bricks_vertical_slab","#993333","10040115"
"buildersaddition:cabinet_acacia","#8F7748","9402184"
"buildersaddition:cabinet_birch","#8F7748","9402184"
"buildersaddition:cabinet_crimson","#8F7748","9402184"
"buildersaddition:cabinet_dark_oak","#8F7748","9402184"
"buildersaddition:cabinet_jungle","#8F7748","9402184"
"buildersaddition:cabinet_oak","#8F7748","9402184"
"buildersaddition:cabinet_spruce","#8F7748","9402184"
"buildersaddition:cabinet_warped","#8F7748","9402184"
"buildersaddition:candle","#000000","0"
"buildersaddition:cobblestone_vertical_slab","#707070","7368816"
"buildersaddition:counter_acacia_andesite","#664C33","6704179"
"buildersaddition:counter_acacia_blackstone","#664C33","6704179"
"buildersaddition:counter_acacia_diorite","#664C33","6704179"
"buildersaddition:counter_acacia_granite","#664C33","6704179"
"buildersaddition:counter_birch_andesite","#F7E9A3","16247203"
"buildersaddition:counter_birch_blackstone","#F7E9A3","16247203"
"buildersaddition:counter_birch_diorite","#F7E9A3","16247203"
"buildersaddition:counter_birch_granite","#F7E9A3","16247203"
